Region, Vert, Vert, Vert
, 37.50:2.50, 1.32, , REGION, , 
, 39.69:16.54, 2.99, 36: 32: , REGION, CHOKE, 
, 40.89:17.22, 2.84, 35: 39: , , CHOKE, 35-39: 
, 42.00:8.00, 1.00, 26: , , CHOKE, 
, 41.33:12.33, 1.53, 39: , , CHOKE, 
, 47.00:16.00, 5.29, 36: 38: , REGION, CHOKE, 
Choke point 35
, -4.00:17.00, 4.36, , REGION, , 
, 4.96:15.96, 3.53, 3: 2: 5: , REGION, , 
, 7.50:10.50, 1.32, 5: 1: , , CHOKE, 1-5: 
, 8.00:20.00, 1.73, 7: 1: 4: , REGION, CHOKE, 1-3: 3-7: 
, 8.34:22.33, 1.52, 9: 3: , , CHOKE, 3-9: 
, 11.70:12.02, 3.71, 2: 17: 6: 1: , REGION, , 
, 11.60:17.60, 2.94, 7: 13: 5: , REGION, CHOKE, 5-6: 
, 11.00:20.00, 1.73, 3: 8: 6: , REGION, CHOKE, 6-7: 
, 10.66:20.66, 1.53, 7: 9: , , CHOKE, 7-9: 
, 10.00:22.75, 1.75, 4: 8: 10: , REGION, , 
, 10.00:23.00, 1.73, 9: 11: , , CHOKE, 9-11: 
, 10.00:23.00, 1.73, 10: , REGION, , 
, 14.00:23.00, 1.73, 15: , REGION, , 
, 14.00:19.00, 2.00, 14: 18: 6: , REGION, CHOKE, 6-13: 
, 15.00:20.80, 1.91, 13: 15: 16: , REGION, CHOKE, 13-14: 
, 14.00:23.00, 1.73, 12: 14: , , CHOKE, 12-14: 
, 17.00:20.00, 1.00, 14: 18: , , CHOKE, 14-18: 
, 17.55:14.22, 1.34, 5: 18: , , CHOKE, 5-18: 
, 16.78:17.11, 1.84, 13: 17: 16: , REGION, CHOKE, 13-18: 
, 30.00:10.00, 1.00, 22: 28: , , CHOKE, 22-28: 
, 32.86:5.00, 1.86, 21: 25: 23: , REGION, , 
, 33.14:6.00, 1.85, 20: 22: , , CHOKE, 20-22: 
, 32.52:8.88, 2.18, 21: 19: 28: , REGION, CHOKE, 22-28: 
, 33.33:4.33, 1.52, 20: , REGION, CHOKE, 20-23: 
, 34.50:19.50, 1.32, 31: 29: , , CHOKE, 29-31: 
, 35.00:5.00, 1.00, 20: 26: , , CHOKE, 20-26: 
, 38.40:10.80, 3.70, 25: 37: , REGION, CHOKE, 
, 35.41:12.16, 3.64, 28: , , CHOKE, 
, 35.18:12.23, 3.68, 27: 29: 22: 19: , REGION, , 
, 34.09:15.36, 2.29, 28: 30: 24: , REGION, CHOKE, 28-29: 
, 35.60:17.40, 1.40, 29: 31: 32: , REGION, CHOKE, 29-30: 30-32: 
, 34.50:19.50, 1.32, 24: 30: 33: , REGION, CHOKE, 30-31: 
, 37.20:17.80, 1.90, 30: 33: 35: , REGION, CHOKE, 32-35: 
, 37.00:20.00, 1.00, 32: 31: , , CHOKE, 31-32: 
, 37.50:2.50, 1.32, , REGION, , 
, 39.69:16.54, 2.99, 36: 32: , REGION, CHOKE, 
, 40.89:17.22, 2.84, 35: 39: , , CHOKE, 35-39: 
, 42.00:8.00, 1.00, 26: , , CHOKE, 
, 41.33:12.33, 1.53, 39: , , CHOKE, 
, 47.00:16.00, 5.29, 36: 38: , REGION, CHOKE, 
Choke point 6
, -4.00:17.00, 4.36, , REGION, , 
, 4.96:15.96, 3.53, 3: 2: 5: , REGION, , 
, 7.50:10.50, 1.32, 5: 1: , , CHOKE, 1-5: 
, 8.00:20.00, 1.73, 7: 1: 4: , REGION, CHOKE, 1-3: 3-7: 
, 8.34:22.33, 1.52, 9: 3: , , CHOKE, 3-9: 
, 11.70:12.02, 3.71, 2: 17: 6: 1: , REGION, , 
, 11.60:17.60, 2.94, 7: 13: 5: , REGION, CHOKE, 5-6: 
, 11.00:20.00, 1.73, 3: 8: 6: , REGION, CHOKE, 6-7: 
, 10.66:20.66, 1.53, 7: 9: , , CHOKE, 7-9: 
, 10.00:22.75, 1.75, 4: 8: 10: , REGION, , 
, 10.00:23.00, 1.73, 9: 11: , , CHOKE, 9-11: 
, 10.00:23.00, 1.73, 10: , REGION, , 
, 14.00:23.00, 1.73, 15: , REGION, , 
, 14.00:19.00, 2.00, 14: 18: 6: , REGION, CHOKE, 6-13: 
, 15.00:20.80, 1.91, 13: 15: 16: , REGION, CHOKE, 13-14: 
, 14.00:23.00, 1.73, 12: 14: , , CHOKE, 12-14: 
, 17.00:20.00, 1.00, 14: 18: , , CHOKE, 14-18: 
, 17.55:14.22, 1.34, 5: 18: , , CHOKE, 5-18: 
, 16.78:17.11, 1.84, 13: 17: 16: , REGION, CHOKE, 13-18: 
, 30.00:10.00, 1.00, 22: 28: , , CHOKE, 22-28: 
, 32.86:5.00, 1.86, 21: 25: 23: , REGION, , 
, 33.14:6.00, 1.85, 20: 22: , , CHOKE, 20-22: 
, 32.52:8.88, 2.18, 21: 19: 28: , REGION, CHOKE, 22-28: 
, 33.33:4.33, 1.52, 20: , REGION, CHOKE, 20-23: 
, 34.50:19.50, 1.32, 31: 29: , , CHOKE, 29-31: 
, 35.00:5.00, 1.00, 20: 26: , , CHOKE, 20-26: 
, 38.40:10.80, 3.70, 25: 37: , REGION, CHOKE, 
, 35.41:12.16, 3.64, 28: , , CHOKE, 
, 35.18:12.23, 3.68, 27: 29: 22: 19: , REGION, , 
, 34.09:15.36, 2.29, 28: 30: 24: , REGION, CHOKE, 28-29: 
, 35.60:17.40, 1.40, 29: 31: 32: , REGION, CHOKE, 29-30: 30-32: 
, 34.50:19.50, 1.32, 24: 30: 33: , REGION, CHOKE, 30-31: 
, 37.20:17.80, 1.90, 30: 33: 35: , REGION, CHOKE, 32-35: 
, 37.00:20.00, 1.00, 32: 31: , , CHOKE, 31-32: 
, 37.50:2.50, 1.32, , REGION, , 
, 39.69:16.54, 2.99, 36: 32: , REGION, CHOKE, 
, 40.89:17.22, 2.84, 35: 39: , , CHOKE, 35-39: 
, 42.00:8.00, 1.00, 26: , , CHOKE, 
, 41.33:12.33, 1.53, 39: , , CHOKE, 
, 47.00:16.00, 5.29, 36: 38: , REGION, CHOKE, 
Choke point 36
, -4.00:17.00, 4.36, , REGION, , 
, 4.96:15.96, 3.53, 3: 2: 5: , REGION, , 
, 7.50:10.50, 1.32, 5: 1: , , CHOKE, 1-5: 
, 8.00:20.00, 1.73, 7: 1: 4: , REGION, CHOKE, 1-3: 3-7: 
, 8.34:22.33, 1.52, 9: 3: , , CHOKE, 3-9: 
, 11.70:12.02, 3.71, 2: 17: 6: 1: , REGION, , 
, 11.60:17.60, 2.94, 7: 13: 5: , REGION, CHOKE, 5-6: 
, 11.00:20.00, 1.73, 3: 8: 6: , REGION, CHOKE, 6-7: 
, 10.66:20.66, 1.53, 7: 9: , , CHOKE, 7-9: 
, 10.00:22.75, 1.75, 4: 8: 10: , REGION, , 
, 10.00:23.00, 1.73, 9: 11: , , CHOKE, 9-11: 
, 10.00:23.00, 1.73, 10: , REGION, , 
, 14.00:23.00, 1.73, 15: , REGION, , 
, 14.00:19.00, 2.00, 14: 18: 6: , REGION, CHOKE, 6-13: 
, 15.00:20.80, 1.91, 13: 15: 16: , REGION, CHOKE, 13-14: 
, 14.00:23.00, 1.73, 12: 14: , , CHOKE, 12-14: 
, 17.00:20.00, 1.00, 14: 18: , , CHOKE, 14-18: 
, 17.55:14.22, 1.34, 5: 18: , , CHOKE, 5-18: 
, 16.78:17.11, 1.84, 13: 17: 16: , REGION, CHOKE, 13-18: 
, 30.00:10.00, 1.00, 22: 28: , , CHOKE, 22-28: 
, 32.86:5.00, 1.86, 21: 25: 23: , REGION, , 
, 33.14:6.00, 1.85, 20: 22: , , CHOKE, 20-22: 
, 32.52:8.88, 2.18, 21: 19: 28: , REGION, CHOKE, 22-28: 
, 33.33:4.33, 1.52, 20: , REGION, CHOKE, 20-23: 
, 34.50:19.50, 1.32, 31: 29: , , CHOKE, 29-31: 
, 35.00:5.00, 1.00, 20: 26: , , CHOKE, 20-26: 
, 38.40:10.80, 3.70, 25: 37: , REGION, CHOKE, 
, 35.41:12.16, 3.64, 28: , , CHOKE, 
, 35.18:12.23, 3.68, 27: 29: 22: 19: , REGION, , 
, 34.09:15.36, 2.29, 28: 30: 24: , REGION, CHOKE, 28-29: 
, 35.60:17.40, 1.40, 29: 31: 32: , REGION, CHOKE, 29-30: 30-32: 
, 34.50:19.50, 1.32, 24: 30: 33: , REGION, CHOKE, 30-31: 
, 37.20:17.80, 1.90, 30: 33: 35: , REGION, CHOKE, 32-35: 
, 37.00:20.00, 1.00, 32: 31: , , CHOKE, 31-32: 
, 37.50:2.50, 1.32, , REGION, , 
, 39.69:16.54, 2.99, 36: 32: , REGION, CHOKE, 
, 40.89:17.22, 2.84, 35: 39: , , CHOKE, 35-39: 
, 42.00:8.00, 1.00, 26: , , CHOKE, 
, 41.33:12.33, 1.53, 39: , , CHOKE, 
, 47.00:16.00, 5.29, 36: 38: , REGION, CHOKE, 
Choke point 29
, -4.00:17.00, 4.36, , REGION, , 
, 4.96:15.96, 3.53, 3: 2: 5: , REGION, , 
, 7.50:10.50, 1.32, 5: 1: , , CHOKE, 1-5: 
, 8.00:20.00, 1.73, 7: 1: 4: , REGION, CHOKE, 1-3: 3-7: 
, 8.34:22.33, 1.52, 9: 3: , , CHOKE, 3-9: 
, 11.70:12.02, 3.71, 2: 17: 6: 1: , REGION, , 
, 11.60:17.60, 2.94, 7: 13: 5: , REGION, CHOKE, 5-6: 
, 11.00:20.00, 1.73, 3: 8: 6: , REGION, CHOKE, 6-7: 
, 10.66:20.66, 1.53, 7: 9: , , CHOKE, 7-9: 
, 10.00:22.75, 1.75, 4: 8: 10: , REGION, , 
, 10.00:23.00, 1.73, 9: 11: , , CHOKE, 9-11: 
, 10.00:23.00, 1.73, 10: , REGION, , 
, 14.00:23.00, 1.73, 15: , REGION, , 
, 14.00:19.00, 2.00, 14: 18: 6: , REGION, CHOKE, 6-13: 
, 15.00:20.80, 1.91, 13: 15: 16: , REGION, CHOKE, 13-14: 
, 14.00:23.00, 1.73, 12: 14: , , CHOKE, 12-14: 
, 17.00:20.00, 1.00, 14: 18: , , CHOKE, 14-18: 
, 17.55:14.22, 1.34, 5: 18: , , CHOKE, 5-18: 
, 16.78:17.11, 1.84, 13: 17: 16: , REGION, CHOKE, 13-18: 
, 30.00:10.00, 1.00, 22: 28: , , CHOKE, 22-28: 
, 32.86:5.00, 1.86, 21: 25: 23: , REGION, , 
, 33.14:6.00, 1.85, 20: 22: , , CHOKE, 20-22: 
, 32.52:8.88, 2.18, 21: 19: 28: , REGION, CHOKE, 22-28: 
, 33.33:4.33, 1.52, 20: , REGION, CHOKE, 20-23: 
, 34.50:19.50, 1.32, 31: 29: , , CHOKE, 29-31: 
, 35.00:5.00, 1.00, 20: 26: , , CHOKE, 20-26: 
, 38.40:10.80, 3.70, 25: 37: , REGION, CHOKE, 
, 35.41:12.16, 3.64, 28: , , CHOKE, 
, 35.18:12.23, 3.68, 27: 29: 22: 19: , REGION, , 
, 34.09:15.36, 2.29, 28: 30: 24: , REGION, CHOKE, 28-29: 
, 35.60:17.40, 1.40, 29: 31: 32: , REGION, CHOKE, 29-30: 30-32: 
, 34.50:19.50, 1.32, 24: 30: 33: , REGION, CHOKE, 30-31: 
, 37.20:17.80, 1.90, 30: 33: 35: , REGION, CHOKE, 32-35: 
, 37.00:20.00, 1.00, 32: 31: , , CHOKE, 31-32: 
, 37.50:2.50, 1.32, , REGION, , 
, 39.69:16.54, 2.99, 36: 32: , REGION, CHOKE, 
, 40.89:17.22, 2.84, 35: 39: , , CHOKE, 35-39: 
, 42.00:8.00, 1.00, 26: , , CHOKE, 
, 41.33:12.33, 1.53, 39: , , CHOKE, 
, 47.00:16.00, 5.29, 36: 38: , REGION, CHOKE, 
Choke point 22
, -4.00:17.00, 4.36, , REGION, , 
, 4.96:15.96, 3.53, 3: 2: 5: , REGION, , 
, 7.50:10.50, 1.32, 5: 1: , , CHOKE, 1-5: 
, 8.00:20.00, 1.73, 7: 1: 4: , REGION, CHOKE, 1-3: 3-7: 
, 8.34:22.33, 1.52, 9: 3: , , CHOKE, 3-9: 
, 11.70:12.02, 3.71, 2: 17: 6: 1: , REGION, , 
, 11.60:17.60, 2.94, 7: 13: 5: , REGION, CHOKE, 5-6: 
, 11.00:20.00, 1.73, 3: 8: 6: , REGION, CHOKE, 6-7: 
, 10.66:20.66, 1.53, 7: 9: , , CHOKE, 7-9: 
, 10.00:22.75, 1.75, 4: 8: 10: , REGION, , 
, 10.00:23.00, 1.73, 9: 11: , , CHOKE, 9-11: 
, 10.00:23.00, 1.73, 10: , REGION, , 
, 14.00:23.00, 1.73, 15: , REGION, , 
, 14.00:19.00, 2.00, 14: 18: 6: , REGION, CHOKE, 6-13: 
, 15.00:20.80, 1.91, 13: 15: 16: , REGION, CHOKE, 13-14: 
, 14.00:23.00, 1.73, 12: 14: , , CHOKE, 12-14: 
, 17.00:20.00, 1.00, 14: 18: , , CHOKE, 14-18: 
, 17.55:14.22, 1.34, 5: 18: , , CHOKE, 5-18: 
, 16.78:17.11, 1.84, 13: 17: 16: , REGION, CHOKE, 13-18: 
, 30.00:10.00, 1.00, 22: 28: , , CHOKE, 22-28: 
, 32.86:5.00, 1.86, 21: 25: 23: , REGION, , 
, 33.14:6.00, 1.85, 20: 22: , , CHOKE, 20-22: 
, 32.52:8.88, 2.18, 21: 19: 28: , REGION, CHOKE, 22-28: 
, 33.33:4.33, 1.52, 20: , REGION, CHOKE, 20-23: 
, 34.50:19.50, 1.32, 31: 29: , , CHOKE, 29-31: 
, 35.00:5.00, 1.00, 20: 26: , , CHOKE, 20-26: 
, 38.40:10.80, 3.70, 25: 37: , REGION, CHOKE, 
, 35.41:12.16, 3.64, 28: , , CHOKE, 
, 35.18:12.23, 3.68, 27: 29: 22: 19: , REGION, , 
, 34.09:15.36, 2.29, 28: 30: 24: , REGION, CHOKE, 28-29: 
, 35.60:17.40, 1.40, 29: 31: 32: , REGION, CHOKE, 29-30: 30-32: 
, 34.50:19.50, 1.32, 24: 30: 33: , REGION, CHOKE, 30-31: 
, 37.20:17.80, 1.90, 30: 33: 35: , REGION, CHOKE, 32-35: 
, 37.00:20.00, 1.00, 32: 31: , , CHOKE, 31-32: 
, 37.50:2.50, 1.32, , REGION, , 
, 39.69:16.54, 2.99, 36: 32: , REGION, CHOKE, 
, 40.89:17.22, 2.84, 35: 39: , , CHOKE, 35-39: 
, 42.00:8.00, 1.00, 26: , , CHOKE, 
, 41.33:12.33, 1.53, 39: , , CHOKE, 
, 47.00:16.00, 5.29, 36: 38: , REGION, CHOKE, 
Choke point 13
, -4.00:17.00, 4.36, , REGION, , 
, 4.96:15.96, 3.53, 3: 2: 5: , REGION, , 
, 7.50:10.50, 1.32, 5: 1: , , CHOKE, 1-5: 
, 8.00:20.00, 1.73, 7: 1: 4: , REGION, CHOKE, 1-3: 3-7: 
, 8.34:22.33, 1.52, 9: 3: , , CHOKE, 3-9: 
, 11.70:12.02, 3.71, 2: 17: 6: 1: , REGION, , 
, 11.60:17.60, 2.94, 7: 13: 5: , REGION, CHOKE, 5-6: 
, 11.00:20.00, 1.73, 3: 8: 6: , REGION, CHOKE, 6-7: 
, 10.66:20.66, 1.53, 7: 9: , , CHOKE, 7-9: 
, 10.00:22.75, 1.75, 4: 8: 10: , REGION, , 
, 10.00:23.00, 1.73, 9: 11: , , CHOKE, 9-11: 
, 10.00:23.00, 1.73, 10: , REGION, , 
, 14.00:23.00, 1.73, 15: , REGION, , 
, 14.00:19.00, 2.00, 14: 18: 6: , REGION, CHOKE, 6-13: 
, 15.00:20.80, 1.91, 13: 15: 16: , REGION, CHOKE, 13-14: 
, 14.00:23.00, 1.73, 12: 14: , , CHOKE, 12-14: 
, 17.00:20.00, 1.00, 14: 18: , , CHOKE, 14-18: 
, 17.55:14.22, 1.34, 5: 18: , , CHOKE, 5-18: 
, 16.78:17.11, 1.84, 13: 17: 16: , REGION, CHOKE, 13-18: 
, 30.00:10.00, 1.00, 22: 28: , , CHOKE, 22-28: 
, 32.86:5.00, 1.86, 21: 25: 23: , REGION, , 
, 33.14:6.00, 1.85, 20: 22: , , CHOKE, 20-22: 
, 32.52:8.88, 2.18, 21: 19: 28: , REGION, CHOKE, 22-28: 
, 33.33:4.33, 1.52, 20: , REGION, CHOKE, 20-23: 
, 34.50:19.50, 1.32, 31: 29: , , CHOKE, 29-31: 
, 35.00:5.00, 1.00, 20: 26: , , CHOKE, 20-26: 
, 38.40:10.80, 3.70, 25: 37: , REGION, CHOKE, 
, 35.41:12.16, 3.64, 28: , , CHOKE, 
, 35.18:12.23, 3.68, 27: 29: 22: 19: , REGION, , 
, 34.09:15.36, 2.29, 28: 30: 24: , REGION, CHOKE, 28-29: 
, 35.60:17.40, 1.40, 29: 31: 32: , REGION, CHOKE, 29-30: 30-32: 
, 34.50:19.50, 1.32, 24: 30: 33: , REGION, CHOKE, 30-31: 
, 37.20:17.80, 1.90, 30: 33: 35: , REGION, CHOKE, 32-35: 
, 37.00:20.00, 1.00, 32: 31: , , CHOKE, 31-32: 
, 37.50:2.50, 1.32, , REGION, , 
, 39.69:16.54, 2.99, 36: 32: , REGION, CHOKE, 
, 40.89:17.22, 2.84, 35: 39: , , CHOKE, 35-39: 
, 42.00:8.00, 1.00, 26: , , CHOKE, 
, 41.33:12.33, 1.53, 39: , , CHOKE, 
, 47.00:16.00, 5.29, 36: 38: , REGION, CHOKE, 
Choke point 14
, -4.00:17.00, 4.36, , REGION, , 
, 4.96:15.96, 3.53, 3: 2: 5: , REGION, , 
, 7.50:10.50, 1.32, 5: 1: , , CHOKE, 1-5: 
, 8.00:20.00, 1.73, 7: 1: 4: , REGION, CHOKE, 1-3: 3-7: 
, 8.34:22.33, 1.52, 9: 3: , , CHOKE, 3-9: 
, 11.70:12.02, 3.71, 2: 17: 6: 1: , REGION, , 
, 11.60:17.60, 2.94, 7: 13: 5: , REGION, CHOKE, 5-6: 
, 11.00:20.00, 1.73, 3: 8: 6: , REGION, CHOKE, 6-7: 
, 10.66:20.66, 1.53, 7: 9: , , CHOKE, 7-9: 
, 10.00:22.75, 1.75, 4: 8: 10: , REGION, , 
, 10.00:23.00, 1.73, 9: 11: , , CHOKE, 9-11: 
, 10.00:23.00, 1.73, 10: , REGION, , 
, 14.00:23.00, 1.73, 15: , REGION, , 
, 14.00:19.00, 2.00, 14: 18: 6: , REGION, CHOKE, 6-13: 
, 15.00:20.80, 1.91, 13: 15: 16: , REGION, CHOKE, 13-14: 
, 14.00:23.00, 1.73, 12: 14: , , CHOKE, 12-14: 
, 17.00:20.00, 1.00, 14: 18: , , CHOKE, 14-18: 
, 17.55:14.22, 1.34, 5: 18: , , CHOKE, 5-18: 
, 16.78:17.11, 1.84, 13: 17: 16: , REGION, CHOKE, 13-18: 
, 30.00:10.00, 1.00, 22: 28: , , CHOKE, 22-28: 
, 32.86:5.00, 1.86, 21: 25: 23: , REGION, , 
, 33.14:6.00, 1.85, 20: 22: , , CHOKE, 20-22: 
, 32.52:8.88, 2.18, 21: 19: 28: , REGION, CHOKE, 22-28: 
, 33.33:4.33, 1.52, 20: , REGION, CHOKE, 20-23: 
, 34.50:19.50, 1.32, 31: 29: , , CHOKE, 29-31: 
, 35.00:5.00, 1.00, 20: 26: , , CHOKE, 20-26: 
, 38.40:10.80, 3.70, 25: 37: , REGION, CHOKE, 
, 35.41:12.16, 3.64, 28: , , CHOKE, 
, 35.18:12.23, 3.68, 27: 29: 22: 19: , REGION, , 
, 34.09:15.36, 2.29, 28: 30: 24: , REGION, CHOKE, 28-29: 
, 35.60:17.40, 1.40, 29: 31: 32: , REGION, CHOKE, 29-30: 30-32: 
, 34.50:19.50, 1.32, 24: 30: 33: , REGION, CHOKE, 30-31: 
, 37.20:17.80, 1.90, 30: 33: 35: , REGION, CHOKE, 32-35: 
, 37.00:20.00, 1.00, 32: 31: , , CHOKE, 31-32: 
, 37.50:2.50, 1.32, , REGION, , 
, 39.69:16.54, 2.99, 36: 32: , REGION, CHOKE, 
, 40.89:17.22, 2.84, 35: 39: , , CHOKE, 35-39: 
, 42.00:8.00, 1.00, 26: , , CHOKE, 
, 41.33:12.33, 1.53, 39: , , CHOKE, 
, 47.00:16.00, 5.29, 36: 38: , REGION, CHOKE, 
Choke point 32
, -4.00:17.00, 4.36, , REGION, , 
, 4.96:15.96, 3.53, 3: 2: 5: , REGION, , 
, 7.50:10.50, 1.32, 5: 1: , , CHOKE, 1-5: 
, 8.00:20.00, 1.73, 7: 1: 4: , REGION, CHOKE, 1-3: 3-7: 
, 8.34:22.33, 1.52, 9: 3: , , CHOKE, 3-9: 
, 11.70:12.02, 3.71, 2: 17: 6: 1: , REGION, , 
, 11.60:17.60, 2.94, 7: 13: 5: , REGION, CHOKE, 5-6: 
, 11.00:20.00, 1.73, 3: 8: 6: , REGION, CHOKE, 6-7: 
, 10.66:20.66, 1.53, 7: 9: , , CHOKE, 7-9: 
, 10.00:22.75, 1.75, 4: 8: 10: , REGION, , 
, 10.00:23.00, 1.73, 9: 11: , , CHOKE, 9-11: 
, 10.00:23.00, 1.73, 10: , REGION, , 
, 14.00:23.00, 1.73, 15: , REGION, , 
, 14.00:19.00, 2.00, 14: 18: 6: , REGION, CHOKE, 6-13: 
, 15.00:20.80, 1.91, 13: 15: 16: , REGION, CHOKE, 13-14: 
, 14.00:23.00, 1.73, 12: 14: , , CHOKE, 12-14: 
, 17.00:20.00, 1.00, 14: 18: , , CHOKE, 14-18: 
, 17.55:14.22, 1.34, 5: 18: , , CHOKE, 5-18: 
, 16.78:17.11, 1.84, 13: 17: 16: , REGION, CHOKE, 13-18: 
, 30.00:10.00, 1.00, 22: 28: , , CHOKE, 22-28: 
, 32.86:5.00, 1.86, 21: 25: 23: , REGION, , 
, 33.14:6.00, 1.85, 20: 22: , , CHOKE, 20-22: 
, 32.52:8.88, 2.18, 21: 19: 28: , REGION, CHOKE, 22-28: 
, 33.33:4.33, 1.52, 20: , REGION, CHOKE, 20-23: 
, 34.50:19.50, 1.32, 31: 29: , , CHOKE, 29-31: 
, 35.00:5.00, 1.00, 20: 26: , , CHOKE, 20-26: 
, 38.40:10.80, 3.70, 25: 37: , REGION, CHOKE, 
, 35.41:12.16, 3.64, 28: , , CHOKE, 
, 35.18:12.23, 3.68, 27: 29: 22: 19: , REGION, , 
, 34.09:15.36, 2.29, 28: 30: 24: , REGION, CHOKE, 28-29: 
, 35.60:17.40, 1.40, 29: 31: 32: , REGION, CHOKE, 29-30: 30-32: 
, 34.50:19.50, 1.32, 24: 30: 33: , REGION, CHOKE, 30-31: 
, 37.20:17.80, 1.90, 30: 33: 35: , REGION, CHOKE, 32-35: 
, 37.00:20.00, 1.00, 32: 31: , , CHOKE, 31-32: 
, 37.50:2.50, 1.32, , REGION, , 
, 39.69:16.54, 2.99, 36: 32: , REGION, CHOKE, 
, 40.89:17.22, 2.84, 35: 39: , , CHOKE, 35-39: 
, 42.00:8.00, 1.00, 26: , , CHOKE, 
, 41.33:12.33, 1.53, 39: , , CHOKE, 
, 47.00:16.00, 5.29, 36: 38: , REGION, CHOKE, 
Choke point 21
, -4.00:17.00, 4.36, , REGION, , 
, 4.96:15.96, 3.53, 3: 2: 5: , REGION, , 
, 7.50:10.50, 1.32, 5: 1: , , CHOKE, 1-5: 
, 8.00:20.00, 1.73, 7: 1: 4: , REGION, CHOKE, 1-3: 3-7: 
, 8.34:22.33, 1.52, 9: 3: , , CHOKE, 3-9: 
, 11.70:12.02, 3.71, 2: 17: 6: 1: , REGION, , 
, 11.60:17.60, 2.94, 7: 13: 5: , REGION, CHOKE, 5-6: 
, 11.00:20.00, 1.73, 3: 8: 6: , REGION, CHOKE, 6-7: 
, 10.66:20.66, 1.53, 7: 9: , , CHOKE, 7-9: 
, 10.00:22.75, 1.75, 4: 8: 10: , REGION, , 
, 10.00:23.00, 1.73, 9: 11: , , CHOKE, 9-11: 
, 10.00:23.00, 1.73, 10: , REGION, , 
, 14.00:23.00, 1.73, 15: , REGION, , 
, 14.00:19.00, 2.00, 14: 18: 6: , REGION, CHOKE, 6-13: 
, 15.00:20.80, 1.91, 13: 15: 16: , REGION, CHOKE, 13-14: 
, 14.00:23.00, 1.73, 12: 14: , , CHOKE, 12-14: 
, 17.00:20.00, 1.00, 14: 18: , , CHOKE, 14-18: 
, 17.55:14.22, 1.34, 5: 18: , , CHOKE, 5-18: 
, 16.78:17.11, 1.84, 13: 17: 16: , REGION, CHOKE, 13-18: 
, 30.00:10.00, 1.00, 22: 28: , , CHOKE, 22-28: 
, 32.86:5.00, 1.86, 21: 25: 23: , REGION, , 
, 33.14:6.00, 1.85, 20: 22: , , CHOKE, 20-22: 
, 32.52:8.88, 2.18, 21: 19: 28: , REGION, CHOKE, 22-28: 
, 33.33:4.33, 1.52, 20: , REGION, CHOKE, 20-23: 
, 34.50:19.50, 1.32, 31: 29: , , CHOKE, 29-31: 
, 35.00:5.00, 1.00, 20: 26: , , CHOKE, 20-26: 
, 38.40:10.80, 3.70, 25: 37: , REGION, CHOKE, 
, 35.41:12.16, 3.64, 28: , , CHOKE, 
, 35.18:12.23, 3.68, 27: 29: 22: 19: , REGION, , 
, 34.09:15.36, 2.29, 28: 30: 24: , REGION, CHOKE, 28-29: 
, 35.60:17.40, 1.40, 29: 31: 32: , REGION, CHOKE, 29-30: 30-32: 
, 34.50:19.50, 1.32, 24: 30: 33: , REGION, CHOKE, 30-31: 
, 37.20:17.80, 1.90, 30: 33: 35: , REGION, CHOKE, 32-35: 
, 37.00:20.00, 1.00, 32: 31: , , CHOKE, 31-32: 
, 37.50:2.50, 1.32, , REGION, , 
, 39.69:16.54, 2.99, 36: 32: , REGION, CHOKE, 
, 40.89:17.22, 2.84, 35: 39: , , CHOKE, 35-39: 
, 42.00:8.00, 1.00, 26: , , CHOKE, 
, 41.33:12.33, 1.53, 39: , , CHOKE, 
, 47.00:16.00, 5.29, 36: 38: , REGION, CHOKE, 
Choke point 18
, -4.00:17.00, 4.36, , REGION, , 
, 4.96:15.96, 3.53, 3: 2: 5: , REGION, , 
, 7.50:10.50, 1.32, 5: 1: , , CHOKE, 1-5: 
, 8.00:20.00, 1.73, 7: 1: 4: , REGION, CHOKE, 1-3: 3-7: 
, 8.34:22.33, 1.52, 9: 3: , , CHOKE, 3-9: 
, 11.70:12.02, 3.71, 2: 17: 6: 1: , REGION, , 
, 11.60:17.60, 2.94, 7: 13: 5: , REGION, CHOKE, 5-6: 
, 11.00:20.00, 1.73, 3: 8: 6: , REGION, CHOKE, 6-7: 
, 10.66:20.66, 1.53, 7: 9: , , CHOKE, 7-9: 
, 10.00:22.75, 1.75, 4: 8: 10: , REGION, , 
, 10.00:23.00, 1.73, 9: 11: , , CHOKE, 9-11: 
, 10.00:23.00, 1.73, 10: , REGION, , 
, 14.00:23.00, 1.73, 15: , REGION, , 
, 14.00:19.00, 2.00, 14: 18: 6: , REGION, CHOKE, 6-13: 
, 15.00:20.80, 1.91, 13: 15: 16: , REGION, CHOKE, 13-14: 
, 14.00:23.00, 1.73, 12: 14: , , CHOKE, 12-14: 
, 17.00:20.00, 1.00, 14: 18: , , CHOKE, 14-18: 
, 17.55:14.22, 1.34, 5: 18: , , CHOKE, 5-18: 
, 16.78:17.11, 1.84, 13: 17: 16: , REGION, CHOKE, 13-18: 
, 30.00:10.00, 1.00, 22: 28: , , CHOKE, 22-28: 
, 32.86:5.00, 1.86, 21: 25: 23: , REGION, , 
, 33.14:6.00, 1.85, 20: 22: , , CHOKE, 20-22: 
, 32.52:8.88, 2.18, 21: 19: 28: , REGION, CHOKE, 22-28: 
, 33.33:4.33, 1.52, 20: , REGION, CHOKE, 20-23: 
